,name,diff_num,hunk_num,func_num,line_num_total,line_num_net,line_num_del,line_num_add,char_num_total,char_num_net,char_num_del,char_num_add,mem_num_total,mem_num_net,mem_num_del,mem_num_add,if_num_total,if_num_net,if_num_del,if_num_add,jump_num_total,jump_num_net,jump_num_del,jump_num_add,loop_num_total,loop_num_net,loop_num_del,loop_num_add,ari_num_total,ari_num_net,ari_num_del,ari_num_add,rel_num_total,rel_num_net,rel_num_del,rel_num_add,log_num_total,log_num_net,log_num_del,log_num_add,bit_num_total,bit_num_net,bit_num_del,bit_num_add,call_num_total,call_num_net,call_num_del,call_num_add,var_num_total,var_num_net,var_num_del,var_num_add,global_sim,global_norm_sim,dir_num_total,dir_num_net,dir_num_del,dir_num_add,cap_num,race_num,not_zero,preprocess
3639,.//security_patch/realData\CWE_769_DEPRECATED__Uncontrolled_File_Descriptor_Consumption\CVE-2018-14622-1c77f7a869bdea2a34799d774460d1f9983d45f0.txt,1,1,0,2,2,0,2,26,26,0,26,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,26,12,0,0,0,0,0,0,1,0
3640,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2014-9114-89e90ae7b2826110ea28c1c0eb8e7c56c3907bdc.txt,3,6,2,37,25,6,31,608,306,151,457,0,0,0,0,8,6,1,7,1,1,0,1,2,2,0,2,35,17,9,26,11,7,2,9,4,2,1,3,0,0,0,0,6,3,3,4,15,5,10,13,331,244,4,-2,3,1,0,0,0,0
3641,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2015-8971-b80bedc7c21ecffe99d8d142930db696eebdd6a5.txt,1,3,1,21,-15,18,3,457,-193,325,132,0,0,0,0,3,-3,3,0,0,0,0,0,0,0,0,0,6,-6,6,0,6,-6,6,0,0,0,0,0,0,0,0,0,1,0,1,1,10,3,7,6,215,96,0,0,0,0,0,0,0,0
3642,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2015-9059-1ebc60b20fbe9a02436d5cbbf8951714e749ddb1.txt,1,11,4,50,4,23,27,1105,293,406,699,4,-4,4,0,4,2,1,3,1,-1,1,0,1,-1,1,0,31,-9,20,11,4,2,1,3,5,5,0,5,4,0,2,2,13,3,10,6,35,16,19,26,518,94,0,0,0,0,0,0,0,0
3643,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2017-1000083-717df38fd8509bf883b70d680c9b1b3cf36732ee.txt,1,5,0,36,-34,35,1,924,-914,919,5,0,0,0,0,8,-8,8,0,5,-5,5,0,0,0,0,0,34,-34,34,0,15,-15,15,0,16,-16,16,0,0,0,0,0,2,0,2,0,18,0,18,1,914,262,0,0,0,0,0,0,0,0
3644,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2017-15108-8ba174816d245757e743e636df357910e1d5eb61.txt,1,1,0,13,7,3,10,331,147,92,239,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,13,5,4,9,3,1,1,2,8,8,0,8,2,0,1,1,5,3,2,3,22,14,8,19,203,61,0,0,0,0,0,0,1,0
3645,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2017-15924-c67d275803dc6ea22c558d06b1f7ba9f94cd8de3.txt,1,7,1,30,6,12,18,1382,44,669,713,0,0,0,0,13,1,6,7,0,0,0,0,0,0,0,0,76,-4,40,36,30,-2,16,14,13,3,5,8,0,0,0,0,3,1,2,3,24,2,22,23,253,82,9,1,4,5,0,0,0,0
3646,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2018-14354-95e80bf9ff10f68cb6443f760b85df4117cb15eb.txt,1,2,1,4,2,1,3,202,60,71,131,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,9,3,6,8,72,24,3,-1,2,1,0,0,0,0
3647,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2018-14357-e52393740334443ae0206cab2d7caef381646725.txt,5,11,3,26,2,12,14,1308,112,598,710,16,0,8,8,1,1,0,1,0,0,0,0,0,0,0,0,28,2,13,15,16,0,8,8,1,1,0,1,0,0,0,0,1,0,1,1,22,1,21,22,118,37,1,-1,1,0,0,0,1,0
3648,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2018-6791-9db872df82c258315c6ebad800af59e81ffb9212.txt,1,1,1,2,0,1,1,54,10,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,1,1,2,0,2,2,10,0,0,0,0,0,0,0,0,0
3649,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2019-10061-aaece6921d7368577511f06c94c99dd4e9653563.txt,1,1,0,1,1,0,1,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,1
3650,.//security_patch/realData\CWE_77_Improper_Neutralization_of_Special_Elements_used_in_a_Command_('Command_Injection')_\CVE-2019-11884-a1616a5ac99ede5d605047a9012481ce7ff18b16.txt,1,1,0,1,1,0,1,29,29,0,29,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,29,14,0,0,0,0,0,0,0,0
3651,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-10328-beecf80a6deecbaf5d264d4f864451bde4fe98b8.txt,1,3,0,8,2,3,5,207,87,60,147,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,14,4,5,9,8,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,9,87,34,0,0,0,0,0,0,0,0
3652,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-2182-07bed46f332fce8c1d157689a2cdf915a982ae34.txt,1,4,1,8,6,1,7,221,101,60,161,4,0,2,2,2,2,0,2,2,2,0,2,0,0,0,0,12,4,4,8,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,8,3,5,8,118,35,0,0,0,0,0,0,0,0
3653,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-5314-391e77fcd217e78b2c51342ac3ddb7100ecacdd2.txt,1,3,2,7,7,0,7,170,170,0,170,0,0,0,0,3,3,0,3,1,1,0,1,0,0,0,0,7,7,0,7,8,8,0,8,1,1,0,1,0,0,0,0,1,1,0,1,8,8,0,8,170,62,0,0,0,0,0,0,0,0
3654,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6303-55d83bf7c10c7b205fffa23fa7c3977491e56c07.txt,1,1,1,2,0,1,1,42,0,21,21,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,2,0,0,0,0,0,0,0,0
3655,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6351-926cde5f3e4d2504ed161ed0cb771ac7cad6fd11.txt,2,5,3,9,3,3,6,277,125,76,201,2,2,0,2,3,1,1,2,1,1,0,1,0,0,0,0,9,5,2,7,12,6,3,9,1,1,0,1,0,0,0,0,1,1,0,1,10,2,8,8,133,46,0,0,0,0,0,0,0,1
3656,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6351-cc96677469388bad3d66479379735cf75db069e3.txt,2,4,0,9,3,3,6,395,163,116,279,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,12,3,9,11,165,38,0,0,0,0,0,0,0,1
3657,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6352-88af50a864195da1a4f7bda5f02539704fbda599.txt,1,21,0,119,15,52,67,3023,455,1284,1739,0,0,0,0,14,0,7,7,3,-1,2,1,2,-2,2,0,104,24,40,64,51,-1,26,25,36,-2,19,17,16,0,8,8,8,5,3,6,74,33,41,70,1013,349,0,0,0,0,0,0,2,-1
3658,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6855-e99a8c00f959652fe7c10e2fa5a3a7a5c25e6af4.txt,1,3,0,5,1,2,3,216,52,82,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,5,4,0,2,2,4,0,2,2,0,0,0,0,2,1,1,1,3,0,3,3,58,8,0,0,0,0,0,0,0,1
3659,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-6870-365abe807cab2d60dc9ec307292a06181f77a9c2.txt,1,8,0,17,3,7,10,483,55,214,269,5,1,2,3,3,1,1,2,0,0,0,0,0,0,0,0,16,-2,9,7,1,1,0,1,0,0,0,0,0,0,0,0,4,0,4,4,11,1,10,11,73,52,0,0,0,0,0,0,1,0
3660,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7126-b6f13a5ef9d6280cf984826a5de012a32c396cd4.txt,1,2,4,6,0,3,3,327,45,141,186,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,1,1,0,1,3,1,1,2,14,4,5,9,0,0,0,0,2,0,2,2,20,4,16,20,45,14,0,0,0,0,0,0,0,0
3661,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7127-1bd103df00f49cf4d4ade2cfe3f456ac058a4eae.txt,1,1,1,4,4,0,4,114,114,0,114,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,1,1,0,1,12,12,0,12,114,36,0,0,0,0,0,0,0,0
3662,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7170-167d97a3def77ee2dbf6e908b0ecbfe2103977db.txt,1,1,1,12,2,5,7,349,51,149,200,6,2,2,4,10,0,5,5,0,0,0,0,0,0,0,0,2,2,0,2,10,0,5,5,22,2,10,12,0,0,0,0,2,0,2,2,11,1,10,11,51,28,0,0,0,0,0,0,0,0
3663,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7423-670e56d3ed2918b3861d9216f2c0540d9e9ae0d5.txt,1,1,0,2,0,1,1,55,1,27,28,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,3,3,1,0,0,0,0,0,0,0,0,0
3664,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7526-b6ae2f9e0ab13343c0281732d479757a8e8979c7.txt,1,1,1,2,0,1,1,86,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,0,5,5,4,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,8,1,7,7,1,0,0,0,0,0,0,0,0,0
3665,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7526-d9b2209a69ee90d8df81fb124eb66f593eb9f599.txt,1,7,1,12,0,6,6,365,-3,184,181,0,0,0,0,4,0,2,2,0,0,0,0,2,0,1,1,32,0,16,16,16,0,8,8,4,0,2,2,0,0,0,0,1,0,1,1,12,1,11,12,5,6,0,0,0,0,0,0,0,0
3666,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7538-53c1dcd34bed85181b901bfce1a2322f85a59472.txt,1,1,1,9,3,3,6,352,48,152,200,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20,4,8,12,1,1,0,1,2,0,1,1,0,0,0,0,3,0,3,3,7,1,6,7,48,30,0,0,0,0,0,0,0,0
3667,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7943-8c29f1607a31dac0911e45a0dd3d74173822b3c9.txt,3,5,1,34,16,9,25,499,187,156,343,2,2,0,2,16,8,4,12,2,2,0,2,0,0,0,0,20,4,8,12,11,5,3,8,3,3,0,3,7,1,3,4,1,1,0,1,14,5,9,14,189,98,0,0,0,0,0,0,0,0
3668,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7948-a0df3e1c7728205e5c7650b2e6dce684139254a6.txt,6,39,6,189,117,36,153,4221,1831,1195,3026,40,4,18,22,33,33,0,33,9,9,0,9,4,2,1,3,176,46,65,111,40,40,0,40,26,22,2,24,35,15,10,25,9,5,4,9,61,18,43,61,1831,682,0,0,0,0,0,10,0,6
3669,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-7950-8fad00b0b647ee662ce4737ca15be033b7a21714.txt,1,5,1,13,11,1,12,303,219,42,261,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,11,11,0,11,1,1,0,1,2,2,0,2,0,0,0,0,4,4,0,4,14,11,3,14,219,78,0,0,0,0,0,2,0,0
3670,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2016-9755-9b57da0630c9fd36ed7a20fc0f98dc82cc0777fa.txt,2,3,1,6,0,3,3,91,3,44,47,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,2,-2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,29,7,0,0,0,0,0,0,0,0
3671,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-14039-c535531f03369623b9b833ef41952c62257b507e.txt,2,4,0,24,22,1,23,497,453,22,475,0,0,0,0,5,5,0,5,3,3,0,3,0,0,0,0,4,4,0,4,5,5,0,5,0,0,0,0,0,0,0,0,3,2,1,2,25,24,1,25,456,138,0,0,0,0,0,0,0,0
3672,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-14040-2cd30c2b06ce332dede81cccad8b334cde997281.txt,1,6,1,33,11,11,22,925,307,309,616,0,0,0,0,6,2,2,4,3,1,1,2,0,0,0,0,24,4,10,14,4,4,0,4,21,-1,11,10,17,-1,9,8,6,5,1,5,28,14,14,26,459,122,0,0,0,0,0,0,2,0
3673,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-14041-e5285319229a5d77bf316bb0d3a6cbd3cb8666d9.txt,1,1,1,2,0,1,1,134,8,63,71,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,22,0,11,11,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,8,1,7,8,8,0,0,0,0,0,0,0,0,0
3674,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-14152-4241ae6fbbf1de9658764a80944dc8108f2b4154.txt,1,1,0,14,6,4,10,407,121,143,264,0,0,0,0,2,2,0,2,0,0,0,0,2,0,1,1,29,7,11,18,17,5,6,11,2,0,1,1,0,0,0,0,0,0,0,0,10,1,9,10,121,52,0,0,0,0,0,0,0,0
3675,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5029-08ab2774b870de1c7b5a48693df75e8154addae5.txt,2,5,0,23,13,5,18,452,216,118,334,0,0,0,0,5,3,1,4,1,1,0,1,1,1,0,1,23,5,9,14,13,5,4,9,2,2,0,2,0,0,0,0,1,1,0,1,18,11,7,17,245,83,0,0,0,0,0,0,0,0
3676,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5130-897dffbae322b46b83f99a607d527058a72c51ed.txt,1,3,3,18,18,0,18,417,417,0,417,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,0,3,3,0,3,3,3,0,3,9,9,0,9,0,0,0,0,2,2,0,2,9,9,0,9,417,132,0,0,0,0,0,0,0,0
3677,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5509-37a1710e2dab6ed91128ea648d654a22fbe2a6af.txt,1,1,0,2,0,1,1,91,5,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,2,2,5,0,0,0,0,0,0,0,0,0
3678,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5509-d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab.txt,1,4,0,12,-2,7,5,549,5,272,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,6,0,3,3,10,0,5,5,0,0,0,0,2,0,2,2,11,1,10,11,5,0,0,0,0,0,0,0,0,0
3679,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5510-91cc3f36f2ccbd485a0456bab9aebe63b635da88.txt,1,1,0,2,0,1,1,105,5,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,3,5,0,0,0,0,0,0,0,0,0
3680,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-5510-e87af64b1ff1635a32d9b6162f1b0e260fb54ed9.txt,1,1,0,2,0,1,1,105,5,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,1,3,3,5,0,0,0,0,0,0,0,0,0
3681,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-6307-1a17af1ed0c791aec44dbdc9eab91218cc1e335a.txt,1,4,1,4,4,0,4,111,111,0,111,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,7,7,0,7,7,7,0,7,0,0,0,0,0,0,0,0,1,1,0,1,10,10,0,10,111,76,0,0,0,0,0,0,2,0
3682,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-6439-32ee5213fe64f1e10ec76c1ee861ee6f233120dd.txt,1,5,1,12,0,6,6,648,112,268,380,0,0,0,0,15,5,5,10,0,0,0,0,0,0,0,0,50,16,17,33,25,5,10,15,5,5,0,5,0,0,0,0,1,0,1,1,17,1,16,16,116,62,0,0,0,0,0,0,0,0
3683,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7857-7bbb91fbf47fc0775cc9705673caf0c47a81f94b.txt,1,1,0,1,1,0,1,43,43,0,43,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,4,4,0,4,43,18,0,0,0,0,0,0,0,0
3684,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7858-779309744222a736eba0f1731e8162fce6288d4e.txt,1,2,0,5,1,2,3,165,43,61,104,0,0,0,0,3,1,1,2,3,1,1,2,0,0,0,0,5,1,2,3,3,1,1,2,3,1,1,2,0,0,0,0,1,0,1,1,6,1,5,6,43,18,0,0,0,0,0,0,0,0
3685,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7862-8c2ea3030af7b40a3c4275696fb5c76cdb80950a.txt,1,1,0,2,0,1,1,106,0,53,53,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,8,0,4,4,12,0,6,6,2,0,1,1,0,0,0,0,0,0,0,0,4,0,4,4,2,2,0,0,0,0,0,0,0,0
3686,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7863-e477f09d0b3619f3d29173b2cd593e17e2d1978e.txt,1,3,0,12,10,1,11,330,236,47,283,0,0,0,0,5,3,1,4,3,3,0,3,1,1,0,1,6,4,1,5,12,6,3,9,7,3,2,5,2,2,0,2,2,2,0,2,19,14,5,19,236,94,0,0,0,0,0,0,1,0
3687,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7864-e6699596af5c5d6f0ae0ea06e19df87dce088df8.txt,1,2,0,4,2,1,3,88,32,28,60,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,5,1,2,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,32,10,0,0,0,0,0,0,0,0
3688,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7865-2080bc33717955a0e4268e738acf8c1eeddbf8cb.txt,1,2,0,7,5,1,6,172,108,32,140,0,0,0,0,4,2,1,3,0,0,0,0,0,0,0,0,6,4,1,5,8,4,2,6,1,1,0,1,0,0,0,0,0,0,0,0,7,4,3,7,108,36,0,0,0,0,0,0,0,0
3689,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7866-e371f031b942d73e02c090170975561fabd5c264.txt,1,2,0,6,0,3,3,169,3,83,86,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,1,1,-1,1,0,4,0,2,2,1,0,1,1,7,1,6,7,6,3,0,0,0,0,0,0,-1,0
3690,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7870-62a97e6a561ce65e88d4c537a1b82c336f012722.txt,2,5,2,14,4,5,9,600,112,244,356,0,0,0,0,1,1,0,1,3,1,1,2,0,0,0,0,13,1,6,7,4,0,2,2,0,0,0,0,4,4,0,4,2,1,1,2,18,9,9,18,119,53,0,0,0,0,0,0,0,0
3691,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-7875-f7a547b7ef8fc8ebdeaa4c28515c9d72e592fb6d.txt,1,1,1,2,0,1,1,43,-7,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,3,1,2,3,9,0,0,0,0,0,0,0,0,0
3692,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-8105-f958c48ee431bef8d4d466b40c9cb2d4dbcb7791.txt,1,2,0,4,4,0,4,71,71,0,71,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,2,3,3,0,3,71,20,0,0,0,0,0,0,0,0
3693,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-9225-166a6c3999bf06b4de0ab4ce6b088a468cc4029f.txt,1,1,1,2,0,1,1,54,24,15,39,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,0,2,0,0,0,0,0,0,0,0,6,4,2,6,24,12,0,0,0,0,0,0,0,0
3694,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-9226-b4bf968ad52afe14e60a2dc8a95d3555c543353a.txt,1,1,0,2,2,0,2,51,51,0,51,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,51,10,0,0,0,0,0,0,0,0
3695,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-9226-f015fbdd95f76438cd86366467bb2b39870dd7c6.txt,1,2,2,4,0,2,2,172,20,76,96,0,0,0,0,6,2,2,4,4,0,2,2,0,0,0,0,0,0,0,0,6,2,2,4,2,2,0,2,0,0,0,0,0,0,0,0,4,1,3,4,20,16,0,0,0,0,0,0,0,0
3696,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2017-9228-3b63d12038c8d8fc278e81c942fa9bec7c704c8b.txt,1,1,0,1,1,0,1,21,21,0,21,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,21,10,0,0,0,0,0,0,1,0
3697,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10536-26cb47f99d481ad9b93eeff80d26e6b63bbd7e15.txt,2,4,0,11,9,1,10,315,219,48,267,0,0,0,0,2,2,0,2,2,2,0,2,4,4,0,4,10,6,2,8,0,0,0,0,12,10,1,11,0,0,0,0,2,1,1,2,16,10,6,16,219,68,0,0,0,0,0,0,2,0
3698,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10538-6f8bb34c2993a48ab9afbe353e6d0cff7c8d821d.txt,3,3,0,21,15,3,18,558,366,96,462,6,0,3,3,6,6,0,6,3,3,0,3,0,0,0,0,15,3,6,9,6,6,0,6,12,12,0,12,0,0,0,0,2,1,1,2,14,12,2,14,366,108,0,0,0,0,0,0,3,0
3699,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10539-6f8bb34c2993a48ab9afbe353e6d0cff7c8d821d.txt,3,3,0,21,15,3,18,558,366,96,462,6,0,3,3,6,6,0,6,3,3,0,3,0,0,0,0,15,3,6,9,6,6,0,6,12,12,0,12,0,0,0,0,2,1,1,2,14,12,2,14,366,108,0,0,0,0,0,0,3,0
3700,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10540-6f8bb34c2993a48ab9afbe353e6d0cff7c8d821d.txt,3,3,0,21,15,3,18,558,366,96,462,6,0,3,3,6,6,0,6,3,3,0,3,0,0,0,0,15,3,6,9,6,6,0,6,12,12,0,12,0,0,0,0,2,1,1,2,14,12,2,14,366,108,0,0,0,0,0,0,3,0
3701,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-1068-b71812168571fa55e44cdd0254471331b9c4c4c6.txt,1,2,0,11,9,1,10,217,129,44,173,0,0,0,0,6,4,1,5,4,4,0,4,1,1,0,1,7,7,0,7,6,4,1,5,3,1,1,2,0,0,0,0,1,0,1,1,10,7,3,10,129,74,0,0,0,0,0,0,0,0
3702,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10689-d61ff409cb4dda31386373d706ea0cfb1aaac5b7.txt,1,1,0,2,0,1,1,62,12,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,16,0,0,0,0,0,0,0,0,0
3703,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10878-77260807d1170a8cf35dbb06e07461a655f67eee.txt,1,4,0,25,25,0,25,623,623,0,623,0,0,0,0,9,9,0,9,3,3,0,3,3,3,0,3,9,9,0,9,6,6,0,6,15,15,0,15,0,0,0,0,3,3,0,3,21,21,0,21,623,200,0,0,0,0,0,14,3,0
3704,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10878-819b23f1c501b17b9694325471789e6b5cc2d0d2.txt,1,5,0,9,-3,6,3,343,-85,214,129,0,0,0,0,10,-4,7,3,0,0,0,0,0,0,0,0,2,-2,2,0,0,0,0,0,6,-6,6,0,0,0,0,0,2,0,2,1,6,0,6,3,85,34,0,0,0,0,0,0,-3,0
3705,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10880-8cdb5240ec5928b20490a2bb34cb87e9a5f40226.txt,1,1,0,4,4,0,4,113,113,0,113,1,1,0,1,3,3,0,3,1,1,0,1,0,0,0,0,3,3,0,3,5,5,0,5,3,3,0,3,0,0,0,0,1,1,0,1,7,7,0,7,113,56,0,0,0,0,0,0,1,0
3706,.//security_patch/realData\CWE_787_Out_of_bounds_Write\CVE-2018-10882-c37e9e013469521d9adb932d17a1795c139b36db.txt,3,3,2,13,1,6,7,373,55,159,214,0,0,0,0,9,-3,6,3,1,1,0,1,0,0,0,0,8,6,1,7,15,3,6,9,7,-5,6,1,0,0,0,0,4,3,1,3,20,11,9,15,162,41,0,0,0,0,0,0,-1,0
